4.783206241923738666e+00,1.419347615936821683e+00,3.628354492719846336e-01
4.892595710507481321e+00,6.525738367418052466e-01,5.277077377913229617e-01
3.692104687112579331e+00,3.215681416335573584e+00,1.585338496344127490e+00
2.749285784468559424e+00,4.562301672553651599e+00,2.529707739231945585e-01
4.362463368276483955e+00,4.348408737235651134e-01,1.369068454400188095e+00
2.566080763572934131e+00,1.875012457903939778e+00,1.419167719235622682e+00
4.118880135186043789e-01,4.542323362752276328e-01,1.563377260451911610e+01
1.213531178034758518e-01,1.525734043659496275e-01,4.088667246097431013e-52
1.734315516072250762e+00,2.834196144845412046e+00,9.296634389472906435e-01
3.943216334002652701e+00,1.989905536682561094e+00,3.868466245857786756e-01
1.971406662237157548e+00,1.970146771973736666e+00,9.494315196045060929e+02
3.409181475384192250e+00,3.341768560025747403e-01,1.646423090044442095e+00
3.175895384417169343e+00,3.686948027489566293e+00,1.116785312881567904e+00
8.302369312732549300e-01,8.295373858090878683e-01,3.353600445848320305e+03
9.015196874341854238e-01,2.755279846082559381e+00,1.374617322978545442e+00
3.919885689416383823e+00,1.613779823399890123e+00,6.096029104505583662e-01
2.816670180645832300e+00,3.455290504082709990e+00,6.674566170873567073e-01
3.265508755104380878e+00,2.518038399575442288e+00,8.969682450110119110e-01
2.968315767013164130e+00,1.346925035434406004e+00,1.372754697609068320e+00
1.801195019816212772e+00,1.480017182377196816e+00,5.447893027743633709e+00
1.503779015656425466e+00,1.836987552548691449e-01,3.575578955556002914e+00
2.637105152107281913e+00,6.075068491881230326e-01,2.379314527618723751e+00
3.425405694802143297e-01,3.701974142859551176e+00,1.451052420714344038e+00
4.355065478896690934e+00,3.092855199158570656e+00,5.424533701584067780e-01
1.570701153262560323e+00,3.687386058677263101e+00,5.736081503434661277e-01
2.273176055857624167e-01,6.775793240003074036e-01,8.253002992764171708e+00
4.537093978666381089e-01,2.854972322371787108e+00,1.914038822728848954e+00
6.111986358670918884e-01,1.108227488972776342e+00,1.076548969922296095e+01
2.723208507509969234e+00,2.202401235215336595e+00,1.228279447408249903e+00
2.912130791234745608e+00,3.241858370993977445e-01,1.835033507091042182e+00
4.996877108153607416e+00,1.627168940722011792e+00,4.479624319186121806e-01
4.300460211514764097e+00,4.871053216691243470e+00,8.657804326931402006e-01
9.253594845555594695e-02,2.204112676077709665e+00,2.397567913468517720e+00
4.195645990831843974e+00,5.855043402275554865e-01,7.243954524490574531e-01
6.367252812615509239e-01,3.823608917003591401e+00,1.436159051839223322e+00
2.669541400381558294e+00,6.768563637682004641e-01,2.849622943823804544e+00
5.753376877424237756e-01,2.510709526609803177e+00,2.538378703242600398e+00
4.796424183876656144e+00,1.223067577499665992e+00,5.572666979555450650e-01
3.852393848606745941e+00,4.475707505382517049e+00,1.157853175245466604e+00
2.705483435409207438e+00,2.683974461596506433e+00,2.990892588652526385e+01
3.880326945734664523e+00,2.842563939344220802e+00,5.943682449358935749e-01
4.674200008268620365e+00,1.223843756486882040e+00,6.079753133482993510e-01
4.192734101873587527e+00,3.246536209219035296e+00,4.950808627229073000e-01
6.345452058691563035e-01,1.562686337746911625e-01,1.105522337930704957e+01
2.157053136135798077e+00,1.121957035553389881e+00,2.376406645185287658e+00
2.237313116637992483e+00,2.114849885908521188e+00,3.642350616438538413e+00
1.997157350406913556e+00,1.729307417006653358e+00,2.886907667461553029e+00
2.175651172412567558e+00,4.752624156948294321e+00,2.914091599421987366e-01
4.299678727248761767e+00,3.755321811434352064e+00,1.045809087042713470e+00
2.939458969108006969e-01,4.320643093028032844e+00,1.229359188532367142e+00
3.155368982492682939e+00,6.629270344184799990e-01,1.322021093653397150e+00
3.837744182981647878e+00,3.925255087214460481e+00,1.202170775128139013e+01
3.112948432765336282e+00,2.688054524787332866e+00,1.899349535921644794e+00
6.456047615000697348e-01,1.975195581254225008e+00,3.365212845025802313e+00
1.724851642571704424e+00,2.240747998479963865e+00,1.274689895027176334e+00
1.113838258959552352e+00,3.720431318829902079e+00,8.559841870434837796e-01
5.552778812433547539e-01,2.465762758867511728e+00,1.765156895310840079e+00
4.599320142941950351e+00,3.607419616421100983e+00,8.081995335691825044e-01
4.085097169855670174e+00,1.731706141556614620e+00,5.685953141545722067e-01
4.972326391913433952e+00,5.379313435192284443e-01,1.096013363904653870e+00
1.292601472712841260e-01,4.004733432015921579e+00,1.301175930772315859e+00
4.696113375603402140e+00,4.137610687432061063e+00,1.028010957825588934e+00
2.967315472024506295e+00,1.835102682188191281e+00,7.470091933402864814e-01
3.872257542719760970e+00,3.483088936939628510e+00,1.900385696397008495e+00
3.517043667105156146e+00,3.473995856417459116e+00,1.820826533662905078e+01
7.873872187783679255e-01,2.234341568184899263e+00,1.020461886385988004e+00
2.385244914515926684e+00,2.761957556566689398e+00,1.668143397439406872e+00
4.935325005556478573e+00,2.347430891395974051e+00,2.193195385486695625e-01
2.640756912048482619e+00,3.092961025800244901e+00,1.547743111155293505e+00
1.156319992591177681e-01,3.124833324145500635e-01,1.143584458104836148e-08
1.239524322233474196e+00,4.062542678791094097e+00,5.662878239484868681e-01
4.175782259498207694e+00,3.187773641682368986e+00,8.738563807382578874e-01
4.091901143489529602e+00,4.425830067161970582e+00,2.140960429120905673e+00
3.813794704093668830e+00,2.306478001342582573e-01,1.344691891383661853e+00
3.850974387219422646e+00,3.982198573491062987e+00,6.361811149909254226e+00
1.504366694948040317e+00,2.063354713587200351e+00,2.414677140055163651e+00
1.837102726640195416e-02,1.981685121644155334e+00,2.245356506191839241e+00
3.447972202249149465e+00,2.712466483785356264e+00,7.618579358041462912e-01
4.523566005021801395e+00,4.138237421695953322e-01,1.224315631786207170e+00
3.042452180744893209e+00,3.654694776574755277e+00,9.486952137634963034e-01
1.726186908505855433e+00,1.286249564688844105e+00,1.990097137086143997e+00
1.704330492829219779e+00,3.987559763043089234e-01,3.532790901521835725e+00
9.780936544639315944e-01,2.753194811019463284e+00,1.553481404919530018e+00
1.798792919062161877e+00,4.920091573936839602e+00,3.715021164798649189e-01
2.369222070689853687e+00,4.014090000239447065e+00,6.613692765474231683e-01
4.096528040328135112e-01,4.044520461151766000e+00,1.333247645594374031e+00
4.816085823724557180e+00,2.049841620713697576e+00,3.865924848812110626e-01
2.988285824351436304e+00,3.765025698676687682e+00,1.153050398196708404e+00
1.651458465336225423e+00,4.211212286641382363e+00,4.870531352728622032e-01
3.898074957862364354e+00,1.171680630446757937e-02,1.294931414575508866e+00
4.931853632902033269e+00,8.846582887299243581e-01,8.217659051060978159e-01
1.616471237949792084e+00,4.514817759858688717e+00,4.720648915937489254e-01
1.134371751154671593e+00,1.097101388183006510e+00,5.647205647673015960e+01
1.411165334301305752e+00,4.171465555209870502e+00,5.306048471373534525e-01
4.600719554912212850e+00,3.032373045216985030e+00,4.538165361045300439e-01
2.406927791411049622e+00,1.850148715355704798e+00,9.355786655226566717e-01
4.550039675387243521e-01,2.885926606899691826e+00,1.982377980011477581e+00
3.783603647789206992e+00,2.669662105731109403e+00,7.417224699049570491e-01
4.642933571086294009e+00,1.552859147601195255e+00,6.744611256030403901e-01
1.593929350666029254e+00,4.077579675858605812e-01,4.042744680024033421e+00
3.742100891838890941e-01,1.881865423065027132e+00,3.263910373160590961e+00
5.224932668707040762e-01,4.012558972624909792e+00,8.788791820405021937e-01
1.312415465198992104e+00,4.979401049780420863e+00,5.212767201351512503e-01
2.260292848592342363e+00,7.379870978987036478e-01,1.523503616816574535e+00
4.473548142545406670e+00,2.422795179339756633e+00,4.642339544761825976e-01
4.211071444504367101e+00,2.100250032420999613e+00,4.511537554430621877e-01
3.020091113166286645e-01,2.912678649269280218e+00,1.825248813143652171e+00
2.744934148544717178e+00,1.279211927290515138e+00,8.371047059124255840e-01
3.258616517748867736e+00,1.420733754010939265e+00,9.102265602339189021e-01
3.766366437869425265e+00,4.235710801551928917e+00,1.261988038845651028e+00
1.764203568872798611e+00,3.100649936226592018e+00,6.342550735018408492e-01
6.853706686798710646e-01,2.289522363436134356e+00,2.882975700804618402e+00
4.846077629387221641e+00,3.435453437199893045e+00,4.531794864858053051e-01
3.541196486985221714e+00,3.758088399748448771e-01,1.523641039264992170e+00
3.459669734341504821e+00,1.162465418895359592e+00,8.226691991473480403e-01
3.216902923914596091e+00,9.200025138092137178e-01,1.539633658665318983e+00
1.387736109826279707e+00,1.322275224112545944e+00,1.678873605186162976e+01
4.837890644776362770e+00,9.544214516707013596e-01,8.799201768411568647e-01
2.864495963396029854e+00,2.772138767924343661e+00,9.474638701141662622e+00
1.686792144197356125e+00,1.974764167276668703e+00,3.703833493705554147e+00
4.176268069826646112e+00,2.191139234217009513e+00,3.890339843717410262e-01
2.476359800939802902e+00,2.033795226099424980e+00,1.327294713046838437e+00
5.259723257115372919e-01,2.992618384031111134e+00,1.190861458272618689e+00
4.955390090946818482e+00,4.641656934535682844e+00,1.985738140197782498e+00
1.362572066413540339e+00,4.167778246626345329e+00,4.411424376462833030e-01
3.515894472122071956e+00,1.085202432255538696e+00,7.438597360475540654e-01
